fluid_compounds,property_type,property_value,uncertainty,temperature,mole_fractions,measurement_id,source_doi,Mole fraction,Temperature,Solvent: Amount ratio of component to other component of binary solvent,doc_label,mole_fractions_rounded,mole_fraction_Choline Chloride,mole_fraction_Glycerol,mole_fraction_Water,composition_temp_id,viscosity_value,viscosity_uncertainty,mole_fraction_water,color,marker,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0011855,5.9274999999999996e-06,353.15,"[0.047533333333, 0.095066666667, 0.8574]",48718462-2e73-43ee-af02-24ba6a04c541,10.1016/j.fluid.2014.01.028,0.8574,353.15,2.0,Document_1,"(0.048, 0.095, 0.857)",0.048,0.095,0.857,"(('Choline Chloride', 'Glycerol', 'Water'), 353.15, '48718462-2e73-43ee-af02-24ba6a04c541')",0.0011855,5.9274999999999996e-06,0.8574,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0010262,5.1310000000000005e-06,363.15,"[0.047533333333, 0.095066666667, 0.8574]",039b652e-0d94-4e8d-bdde-8764b88996b0,10.1016/j.fluid.2014.01.028,0.8574,363.15,2.0,Document_1,"(0.048, 0.095, 0.857)",0.048,0.095,0.857,"(('Choline Chloride', 'Glycerol', 'Water'), 363.15, '039b652e-0d94-4e8d-bdde-8764b88996b0')",0.0010262,5.1310000000000005e-06,0.8574,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.011318199999999999,5.6591e-05,283.15,"[0.066766666667, 0.133533333333, 0.7997]",00d564c1-3d50-4cb0-8e90-3425e2335981,10.1016/j.fluid.2014.01.028,0.7997,283.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 283.15, '00d564c1-3d50-4cb0-8e90-3425e2335981')",0.011318199999999999,5.6591e-05,0.7997,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0019711,9.855499999999999e-06,343.15,"[0.066766666667, 0.133533333333, 0.7997]",ad00b3fc-9d27-4691-9c17-3caa9886269f,10.1016/j.fluid.2014.01.028,0.7997,343.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 343.15, 'ad00b3fc-9d27-4691-9c17-3caa9886269f')",0.0019711,9.855499999999999e-06,0.7997,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0024062999999999997,1.20315e-05,333.15,"[0.066766666667, 0.133533333333, 0.7997]",e3675ebb-6388-464b-b287-9d891f0393c0,10.1016/j.fluid.2014.01.028,0.7997,333.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, 'e3675ebb-6388-464b-b287-9d891f0393c0')",0.0024062999999999997,1.20315e-05,0.7997,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0013986,6.993e-06,363.15,"[0.066766666667, 0.133533333333, 0.7997]",0530b618-5c66-4873-aafc-3c94b9554faf,10.1016/j.fluid.2014.01.028,0.7997,363.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 363.15, '0530b618-5c66-4873-aafc-3c94b9554faf')",0.0013986,6.993e-06,0.7997,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0030074999999999998,1.5037500000000001e-05,323.15,"[0.066766666667, 0.133533333333, 0.7997]",f348bf17-4a08-444f-b90b-6377f5e8b882,10.1016/j.fluid.2014.01.028,0.7997,323.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, 'f348bf17-4a08-444f-b90b-6377f5e8b882')",0.0030074999999999998,1.5037500000000001e-05,0.7997,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0056438,2.8219000000000002e-05,303.15,"[0.066766666667, 0.133533333333, 0.7997]",70610fd4-0b33-4ee9-9501-5bf3b6974530,10.1016/j.fluid.2014.01.028,0.7997,303.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '70610fd4-0b33-4ee9-9501-5bf3b6974530')",0.0056438,2.8219000000000002e-05,0.7997,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0016472,8.236e-06,353.15,"[0.066766666667, 0.133533333333, 0.7997]",33e84041-7b91-4650-b195-d950be532271,10.1016/j.fluid.2014.01.028,0.7997,353.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 353.15, '33e84041-7b91-4650-b195-d950be532271')",0.0016472,8.236e-06,0.7997,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0038621,1.93105e-05,313.15,"[0.066766666667, 0.133533333333, 0.7997]",ffc2a43e-fafd-4642-8617-ec895f0b3d64,10.1016/j.fluid.2014.01.028,0.7997,313.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, 'ffc2a43e-fafd-4642-8617-ec895f0b3d64')",0.0038621,1.93105e-05,0.7997,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0076483,3.8241499999999996e-05,293.15,"[0.066766666667, 0.133533333333, 0.7997]",30ed27ed-9c08-4755-8ba9-b630207e3dcf,10.1016/j.fluid.2014.01.028,0.7997,293.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '30ed27ed-9c08-4755-8ba9-b630207e3dcf')",0.0076483,3.8241499999999996e-05,0.7997,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.014372600000000001,7.1863e-05,293.15,"[0.093366666667, 0.186733333333, 0.7199]",f4f1fbda-4035-40e4-a5c9-56036822eb19,10.1016/j.fluid.2014.01.028,0.7199,293.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'f4f1fbda-4035-40e4-a5c9-56036822eb19')",0.014372600000000001,7.1863e-05,0.7199,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.021813700000000002,0.0001090685,283.15,"[0.093366666667, 0.186733333333, 0.7199]",c61615e9-8142-44ce-b646-5d48cfd30d02,10.1016/j.fluid.2014.01.028,0.7199,283.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 283.15, 'c61615e9-8142-44ce-b646-5d48cfd30d02')",0.021813700000000002,0.0001090685,0.7199,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0025716999999999997,1.28585e-05,353.15,"[0.093366666667, 0.186733333333, 0.7199]",1ef01b61-04aa-42ab-bc7b-08b8785e0265,10.1016/j.fluid.2014.01.028,0.7199,353.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 353.15, '1ef01b61-04aa-42ab-bc7b-08b8785e0265')",0.0025716999999999997,1.28585e-05,0.7199,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0031519,1.57595e-05,343.15,"[0.093366666667, 0.186733333333, 0.7199]",1c8d285d-f35a-4eed-a25d-f94cd277f37c,10.1016/j.fluid.2014.01.028,0.7199,343.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 343.15, '1c8d285d-f35a-4eed-a25d-f94cd277f37c')",0.0031519,1.57595e-05,0.7199,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0021425999999999997,1.0713e-05,363.15,"[0.093366666667, 0.186733333333, 0.7199]",4c277a69-df61-4e61-b9ab-0bfadb675538,10.1016/j.fluid.2014.01.028,0.7199,363.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 363.15, '4c277a69-df61-4e61-b9ab-0bfadb675538')",0.0021425999999999997,1.0713e-05,0.7199,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0070999,3.54995e-05,313.15,"[0.093366666667, 0.186733333333, 0.7199]",26b7988d-348d-4f78-9fbb-a5321b1a0c88,10.1016/j.fluid.2014.01.028,0.7199,313.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '26b7988d-348d-4f78-9fbb-a5321b1a0c88')",0.0070999,3.54995e-05,0.7199,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.010054800000000001,5.0274e-05,303.15,"[0.093366666667, 0.186733333333, 0.7199]",99ccdf57-9ce1-43c3-a6db-ffc880a9d5cd,10.1016/j.fluid.2014.01.028,0.7199,303.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '99ccdf57-9ce1-43c3-a6db-ffc880a9d5cd')",0.010054800000000001,5.0274e-05,0.7199,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.005076,2.538e-05,323.15,"[0.093366666667, 0.186733333333, 0.7199]",12665c5a-156e-49d6-add8-a6b19e513222,10.1016/j.fluid.2014.01.028,0.7199,323.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '12665c5a-156e-49d6-add8-a6b19e513222')",0.005076,2.538e-05,0.7199,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0039458,1.9729e-05,333.15,"[0.093366666667, 0.186733333333, 0.7199]",7f6e39be-7b12-45d1-b948-eead0a6c7b54,10.1016/j.fluid.2014.01.028,0.7199,333.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '7f6e39be-7b12-45d1-b948-eead0a6c7b54')",0.0039458,1.9729e-05,0.7199,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0213567,0.0001067835,303.15,"[0.134066666667, 0.268133333333, 0.5978]",876254c8-49fc-4e08-affc-cf046a2ec8b1,10.1016/j.fluid.2014.01.028,0.5978,303.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '876254c8-49fc-4e08-affc-cf046a2ec8b1')",0.0213567,0.0001067835,0.5978,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0044946000000000005,2.2473e-05,353.15,"[0.134066666667, 0.268133333333, 0.5978]",494a5ad2-ab93-4dc2-b86a-c49d68262151,10.1016/j.fluid.2014.01.028,0.5978,353.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 353.15, '494a5ad2-ab93-4dc2-b86a-c49d68262151')",0.0044946000000000005,2.2473e-05,0.5978,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0036385000000000002,1.81925e-05,363.15,"[0.134066666667, 0.268133333333, 0.5978]",5c8a13eb-4e28-4cc6-b008-796074f272f1,10.1016/j.fluid.2014.01.028,0.5978,363.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 363.15, '5c8a13eb-4e28-4cc6-b008-796074f272f1')",0.0036385000000000002,1.81925e-05,0.5978,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0077082,3.8540999999999996e-05,333.15,"[0.134066666667, 0.268133333333, 0.5978]",276bbda6-f40c-46c1-8d88-fb39936a6771,10.1016/j.fluid.2014.01.028,0.5978,333.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '276bbda6-f40c-46c1-8d88-fb39936a6771')",0.0077082,3.8540999999999996e-05,0.5978,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0546306,0.000273153,283.15,"[0.134066666667, 0.268133333333, 0.5978]",6ba98d42-f1ff-42f3-aafa-da5be4a29348,10.1016/j.fluid.2014.01.028,0.5978,283.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 283.15, '6ba98d42-f1ff-42f3-aafa-da5be4a29348')",0.0546306,0.000273153,0.5978,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.014735,7.3675e-05,313.15,"[0.134066666667, 0.268133333333, 0.5978]",6317e525-47a9-4b59-88bf-3bf99c02acd3,10.1016/j.fluid.2014.01.028,0.5978,313.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '6317e525-47a9-4b59-88bf-3bf99c02acd3')",0.014735,7.3675e-05,0.5978,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0106386,5.3193e-05,323.15,"[0.134066666667, 0.268133333333, 0.5978]",79b8f7ae-e6ff-4e1f-9871-705a2e9d6b3b,10.1016/j.fluid.2014.01.028,0.5978,323.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '79b8f7ae-e6ff-4e1f-9871-705a2e9d6b3b')",0.0106386,5.3193e-05,0.5978,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.032895600000000004,0.00016447800000000002,293.15,"[0.134066666667, 0.268133333333, 0.5978]",f06fb7a6-cd65-4073-a5d7-ee6342617bd1,10.1016/j.fluid.2014.01.028,0.5978,293.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'f06fb7a6-cd65-4073-a5d7-ee6342617bd1')",0.032895600000000004,0.00016447800000000002,0.5978,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.005674800000000001,2.8374e-05,343.15,"[0.134066666667, 0.268133333333, 0.5978]",546fae54-8c11-4986-907d-09b3c337bb9e,10.1016/j.fluid.2014.01.028,0.5978,343.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 343.15, '546fae54-8c11-4986-907d-09b3c337bb9e')",0.005674800000000001,2.8374e-05,0.5978,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.06487000000000001,,293.15,"[0.147363363, 0.294726726, 0.557909911]",3569c3fc-c9f5-4225-beb3-adcee67a7513,10.1039/c5cp01493j,0.557909911,293.15,2.0,Document_1,"(0.147, 0.295, 0.558)",0.147,0.295,0.558,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '3569c3fc-c9f5-4225-beb3-adcee67a7513')",0.06487000000000001,,0.557909911,0.2,h,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.08670699999999999,,293.15,"[0.176314596667, 0.352629193333, 0.47105621]",43d63ba1-d072-419e-b7ca-af9f3cffcad0,10.1039/c5cp01493j,0.47105621,293.15,2.0,Document_1,"(0.176, 0.353, 0.471)",0.176,0.353,0.471,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '43d63ba1-d072-419e-b7ca-af9f3cffcad0')",0.08670699999999999,,0.47105621,0.2,h,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0171371,8.56855e-05,333.15,"[0.199266666667, 0.398533333333, 0.4022]",ffa22216-947a-4b55-9154-fc56ef91944f,10.1016/j.fluid.2014.01.028,0.4022,333.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, 'ffa22216-947a-4b55-9154-fc56ef91944f')",0.0171371,8.56855e-05,0.4022,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.007504800000000001,3.7524e-05,363.15,"[0.199266666667, 0.398533333333, 0.4022]",538e4099-79b9-4df7-9920-f496ce3caf03,10.1016/j.fluid.2014.01.028,0.4022,363.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 363.15, '538e4099-79b9-4df7-9920-f496ce3caf03')",0.007504800000000001,3.7524e-05,0.4022,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0126879,6.34395e-05,343.15,"[0.199266666667, 0.398533333333, 0.4022]",db4594fb-670a-4b85-9536-b6d8cd2311e3,10.1016/j.fluid.2014.01.028,0.4022,343.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 343.15, 'db4594fb-670a-4b85-9536-b6d8cd2311e3')",0.0126879,6.34395e-05,0.4022,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.17796209999999998,0.0008898105,283.15,"[0.199266666667, 0.398533333333, 0.4022]",88f193b0-d9b5-4f35-a439-e7c183f5842e,10.1016/j.fluid.2014.01.028,0.4022,283.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 283.15, '88f193b0-d9b5-4f35-a439-e7c183f5842e')",0.17796209999999998,0.0008898105,0.4022,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.024090599999999997,0.00012045300000000001,323.15,"[0.199266666667, 0.398533333333, 0.4022]",15f0e496-536e-437c-9e15-912984dd3601,10.1016/j.fluid.2014.01.028,0.4022,323.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '15f0e496-536e-437c-9e15-912984dd3601')",0.024090599999999997,0.00012045300000000001,0.4022,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0959405,0.0004797025,293.15,"[0.199266666667, 0.398533333333, 0.4022]",c6624a2d-29c9-4bca-a471-60ac6b1e7d85,10.1016/j.fluid.2014.01.028,0.4022,293.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'c6624a2d-29c9-4bca-a471-60ac6b1e7d85')",0.0959405,0.0004797025,0.4022,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0358177,0.0001790885,313.15,"[0.199266666667, 0.398533333333, 0.4022]",5729bb07-4086-4552-ac96-4af0718be4a8,10.1016/j.fluid.2014.01.028,0.4022,313.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '5729bb07-4086-4552-ac96-4af0718be4a8')",0.0358177,0.0001790885,0.4022,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.009573600000000002,4.7868e-05,353.15,"[0.199266666667, 0.398533333333, 0.4022]",e06f0069-5ccc-438c-9167-df428d2a76ee,10.1016/j.fluid.2014.01.028,0.4022,353.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 353.15, 'e06f0069-5ccc-438c-9167-df428d2a76ee')",0.009573600000000002,4.7868e-05,0.4022,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.056467500000000004,0.0002823375,303.15,"[0.199266666667, 0.398533333333, 0.4022]",c1cc8265-d914-45f9-9fb7-4dab8f7b6949,10.1016/j.fluid.2014.01.028,0.4022,303.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, 'c1cc8265-d914-45f9-9fb7-4dab8f7b6949')",0.056467500000000004,0.0002823375,0.4022,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.129312,,293.15,"[0.213382991, 0.426765982, 0.359851027]",6f828215-8662-40e0-8768-fdbc677151ee,10.1039/c5cp01493j,0.359851027,293.15,2.0,Document_1,"(0.213, 0.427, 0.36)",0.213,0.427,0.36,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '6f828215-8662-40e0-8768-fdbc677151ee')",0.129312,,0.359851027,0.2,h,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0449472,0.00022473599999999998,313.15,"[0.219166666667, 0.438333333333, 0.3425]",420163ef-d000-4007-988b-5d9c9cfe6e34,10.1016/j.fluid.2014.01.028,0.3425,313.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '420163ef-d000-4007-988b-5d9c9cfe6e34')",0.0449472,0.00022473599999999998,0.3425,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0297991,0.0001489955,323.15,"[0.219166666667, 0.438333333333, 0.3425]",0d136934-9dd9-4a90-b36c-1caf41d66e44,10.1016/j.fluid.2014.01.028,0.3425,323.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '0d136934-9dd9-4a90-b36c-1caf41d66e44')",0.0297991,0.0001489955,0.3425,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.020810600000000002,0.000104053,333.15,"[0.219166666667, 0.438333333333, 0.3425]",5da79ed2-a4e9-4684-ba30-03ce0e94f101,10.1016/j.fluid.2014.01.028,0.3425,333.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '5da79ed2-a4e9-4684-ba30-03ce0e94f101')",0.020810600000000002,0.000104053,0.3425,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.1259387,0.0006296935,293.15,"[0.219166666667, 0.438333333333, 0.3425]",4cf71765-76df-40c7-814a-2d3ba084e246,10.1016/j.fluid.2014.01.028,0.3425,293.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '4cf71765-76df-40c7-814a-2d3ba084e246')",0.1259387,0.0006296935,0.3425,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.2390806,0.001195403,283.15,"[0.219166666667, 0.438333333333, 0.3425]",f42b6307-64bd-478c-96ae-02c59e6874f5,10.1016/j.fluid.2014.01.028,0.3425,283.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 283.15, 'f42b6307-64bd-478c-96ae-02c59e6874f5')",0.2390806,0.001195403,0.3425,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0721121,0.0003605605,303.15,"[0.219166666667, 0.438333333333, 0.3425]",9e2a6c47-ffc6-4ed9-af9b-61ddef835e28,10.1016/j.fluid.2014.01.028,0.3425,303.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '9e2a6c47-ffc6-4ed9-af9b-61ddef835e28')",0.0721121,0.0003605605,0.3425,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.011586,5.793e-05,353.15,"[0.219166666667, 0.438333333333, 0.3425]",f59fac4f-f9e2-4836-a63b-8c827bd32431,10.1016/j.fluid.2014.01.028,0.3425,353.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 353.15, 'f59fac4f-f9e2-4836-a63b-8c827bd32431')",0.011586,5.793e-05,0.3425,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0152347,7.61735e-05,343.15,"[0.219166666667, 0.438333333333, 0.3425]",1b5bdc34-3217-4fd7-8de5-334e5dfd7243,10.1016/j.fluid.2014.01.028,0.3425,343.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 343.15, '1b5bdc34-3217-4fd7-8de5-334e5dfd7243')",0.0152347,7.61735e-05,0.3425,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0090466,4.5233000000000006e-05,363.15,"[0.219166666667, 0.438333333333, 0.3425]",a1ccfd6a-e28d-4510-b676-f90caf4679b7,10.1016/j.fluid.2014.01.028,0.3425,363.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 363.15, 'a1ccfd6a-e28d-4510-b676-f90caf4679b7')",0.0090466,4.5233000000000006e-05,0.3425,0.7142857142857144,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.170685,,293.15,"[0.236238639667, 0.472477279333, 0.291284081]",d48eb215-3fce-448f-a835-f598b97efde7,10.1039/c5cp01493j,0.291284081,293.15,2.0,Document_1,"(0.236, 0.472, 0.291)",0.236,0.472,0.291,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'd48eb215-3fce-448f-a835-f598b97efde7')",0.170685,,0.291284081,0.2,h,measured
